Motif	Number_mutations	Binary_mutations	Binary_Genic	Rep_Time	XPD	CTCF	DHS	POLR2A
chr1:7278314-7278653_-	1	1	1	51.05875	-0.5844395375	3.26887	2.07462	0.435257
chr1:7284828-7285167_+	0	0	1	51.0173	1.645484375	1.39706	1.05862	-0.0776628
chr1:7514147-7514486_+	0	0	1	59.0686	0.5814712375	1.64314	1.57572	0.414849
chr1:7707303-7707642_-	0	0	1	69.63915	0.5193751429	4.90394	5.60303	0.534551
chr1:7727609-7727948_+	2	1	1	70.7012	1.574510286	5.73133	10.7411	1.58137
chr1:7729543-7729882_+	0	0	1	70.8112	2.08012625	4.03281	4.11658	-0.00533103
chr1:7812892-7813231_-	0	0	1	75.9581	-1.181328575	4.26935	9.03989	1.23315
chr1:7962831-7963170_-	0	0	0	81.0091	0.900599875	3.82213	3.9466	0.652297
chr1:8021360-8021699_+	0	0	1	82.04805	2.62891	3.70012	31.5298	5.42712
chr1:8035346-8035685_+	0	0	1	82.28995	1.129108625	4.62642	4.24301	1.13031
chr1:8042378-8042717_+	0	0	1	82.4021	-0.1899894167	4.77542	7.18285	1.34022
chr1:8075074-8075413_+	0	0	1	82.8133	-1.222355643	3.58684	7.60231	2.39462
chr1:8225736-8226075_-	0	0	0	82.2903	0.7474595375	2.14797	1.06246	0.435248
chr1:8298991-8299330_-	0	0	0	82.1918	0.6451369625	3.13731	2.59455	0.77676
chr1:8374369-8374708_-	0	0	0	82.6705	0.90406725	4.83354	7.60508	1.55308
chr1:8409059-8409398_-	1	1	0	82.6245	0.8283028571	4.97419	4.65915	0.946524
chr1:8411741-8412080_-	0	0	0	82.6024	0.341187875	3.8997	2.06861	1.17314
chr1:8411825-8412164_-	0	0	0	82.6024	0.425540875	3.85102	2.29522	1.13823
chr1:8434888-8435227_+	0	0	1	82.3308	0.234646875	2.84611	1.73946	0.929043
chr1:8621134-8621473_+	0	0	1	76.6527	-1.87094125	4.34947	4.10313	0.062264
chr1:8631206-8631545_-	0	0	1	76.55355	-1.399653571	3.39573	3.57102	-0.351888
chr1:8731385-8731724_-	0	0	1	79.3813	-1.09978225	4.39418	6.20673	0.989755
chr1:8786590-8786929_-	0	0	1	81.6878	-1.0112762	4.10235	4.29652	-0.0142588
chr1:8799385-8799724_-	0	0	1	81.9698	0.143199375	0.813755	1.08437	0.292945
chr1:8799439-8799778_-	0	0	1	81.9698	-0.103238	0.644293	1.10664	0.227821
chr1:8891429-8891768_+	0	0	0	81.6734	0.347083925	2.29213	1.1657	0.1643
chr1:8908971-8909310_-	0	0	0	81.5579	1.542849375	4.72099	12.4921	1.36177
chr1:8919487-8919826_+	0	0	0	81.52755	0.594620875	4.14921	3.55204	1.73696
chr1:8978162-8978501_+	0	0	0	81.68985	0.01107028571	4.00558	3.99204	0.386547
chr1:9022984-9023323_+	0	0	1	81.4579	1.08115325	2.29231	2.59199	1.12203
chr1:9048113-9048452_-	0	0	0	81.0061	0.3811435	4.51482	2.82645	0.638582
chr1:9065183-9065522_-	0	0	1	80.58955	0.6328165875	4.49341	6.54092	0.862824
chr1:9161619-9161958_-	0	0	1	79.3545	1.288367429	3.78439	2.71594	0.809343
chr1:9161708-9162047_-	0	0	1	79.3545	0.943937	3.72912	2.89774	0.812168
chr1:9170830-9171169_+	0	0	1	79.4324	0.93605775	5.01448	7.31012	1.3724
chr1:9202322-9202661_+	0	0	0	79.86255	0.46444375	3.7985	2.79348	0.0886618
chr1:9241347-9241686_+	0	0	0	80.36885	1.131232125	4.2652	3.78836	0.502019
chr1:9256517-9256856_-	0	0	0	80.4658	1.04012175	4.2121	5.84945	1.18188
chr1:9294481-9294820_-	0	0	0	80.45695	2.213235	4.79665	10.3727	3.93735
chr1:9294489-9294828_+	0	0	0	80.45695	2.213235	4.79665	10.3727	3.93735
chr1:9349082-9349421_+	1	1	0	80.2978	-0.42801225	5.09292	3.8899	0.857104
chr1:9515849-9516188_-	0	0	0	81.8637	1.490731375	4.5902	6.41789	1.10524
chr1:9551134-9551473_-	0	0	0	81.9602	1.2343495	4.71743	7.86881	1.3357
chr1:9555307-9555646_+	0	0	0	81.9718	1.681352857	5.4117	3.12055	1.01308
chr1:9633812-9634151_-	0	0	1	82.1842	0.1338821	2.51501	1.31051	0.138129
chr1:9675659-9675998_+	0	0	0	82.2386	0.8303092857	2.94309	2.08645	0.825539
chr1:9687085-9687424_+	0	0	0	82.2319	1.1878315	5.42288	7.65498	1.18657
chr1:9781866-9782205_+	0	0	1	82.0871	0.82785275	3.38669	1.70319	0.819827
chr1:9785057-9785396_-	0	0	1	82.084	1.620149429	4.00076	2.45745	1.04325
chr1:9785115-9785454_+	0	0	1	82.084	1.5386705	3.67028	2.18867	1.05223
chr1:9844614-9844953_-	0	0	1	81.9903	-2.065973375	3.72327	3.40729	0.43075
chr1:9844622-9844961_+	0	0	1	81.9903	-2.065973375	3.72327	3.40729	0.43075
chr1:9927544-9927883_-	0	0	1	81.4612	1.97656375	5.18034	6.57491	1.72849
chr1:9934891-9935230_-	0	0	1	81.4093	0.2764833	4.69304	7.3702	1.00708
chr1:9934940-9935279_+	0	0	1	81.4093	0.73851205	4.88795	7.20249	1.18936
chr1:10002410-10002749_-	0	0	1	81.23665	-1.211838286	3.29661	3.78748	0.94187
chr1:10010388-10010727_+	0	0	1	81.27685	0.91199	4.03562	5.56661	1.1363
chr1:10092551-10092890_-	0	0	0	82.2863	1.701208286	4.76876	26.2582	1.76284
chr1:10094476-10094815_-	0	0	1	82.30755	-1.8200905	1.74985	2.11208	0.700014
chr1:10213017-10213356_-	0	0	1	82.3956	1.504890375	3.71494	1.73503	1.10331
chr1:10270245-10270584_+	0	0	0	81.33895	2.416075	5.55276	29.9607	5.05439
chr1:10398122-10398461_-	0	0	1	80.1261	0.449019	3.54886	2.62892	0.47366
chr1:10488131-10488470_-	0	0	0	78.8885	0.181497875	4.44526	9.31692	0.778734
chr1:10490265-10490604_+	0	0	1	78.8321	1.5896045	5.36404	12.5718	1.78156
chr1:10554713-10555052_-	0	0	1	77.447	0.9224137143	4.87317	7.03391	1.26655
chr1:10555122-10555461_+	0	0	1	77.447	-0.426563375	3.12451	6.44815	0.820695
chr1:10567508-10567847_+	0	0	1	77.2475	0.5428937857	4.21128	4.19061	1.41925
chr1:10574498-10574837_+	0	0	1	77.16325	0.1625985625	2.75689	2.61911	1.01495
chr1:10752447-10752786_+	0	0	1	75.5295	0.751531375	2.58764	4.25385	1.10669
chr1:10927178-10927517_-	0	0	0	78.12465	0.611012	4.66969	4.9135	-0.143316
chr1:10969986-10970325_-	0	0	0	79.2699	0.4888898875	2.26041	2.16052	-0.00565399
chr1:10970004-10970343_+	0	0	0	79.2699	0.4287015857	2.35153	2.23115	-0.00701809
chr1:11002026-11002365_-	1	1	0	79.5867	1.159994875	3.86413	3.51117	0.202763
chr1:11097672-11098011_+	0	0	1	78.4682	0.0077071875	4.89974	8.76506	1.42078
chr1:11301774-11302113_+	0	0	1	76.4408	-0.006956142857	3.34655	3.19134	1.21707
chr1:11380241-11380580_+	0	0	0	73.1601	1.033096125	1.48494	1.10738	0.663686
chr1:11397589-11397928_+	0	0	0	72.2997	0.470313	2.88552	2.16908	-0.296166
chr1:11538723-11539062_-	0	0	0	67.3513	2.0579915	2.04331	6.94513	0.433151
chr1:11702493-11702832_-	2	1	0	73.7836	0.4870715	4.84534	5.11681	0.643499
chr1:11705746-11706085_-	0	0	0	74.0088	1.49049375	3.69994	4.96212	0.752356
chr1:11779855-11780194_-	0	0	1	78.4419	1.0145262	4.74412	5.67595	0.687527
chr1:11809240-11809579_-	0	0	1	79.82415	1.1259	3.02579	1.41433	1.1062
chr1:11809312-11809651_-	0	0	1	79.82415	0.946157625	2.68943	1.28209	0.896567
chr1:11845233-11845572_+	0	0	1	81.06315	2.330085	4.2319	3.97052	1.85662
chr1:11898658-11898997_+	0	0	1	81.8572	0.6173479	4.8792	3.89959	0.966274
chr1:11898738-11899077_+	0	0	1	81.8572	0.42112705	4.81089	3.34137	0.871907
chr1:11954008-11954347_-	0	0	0	81.5054	1.596256143	3.48165	4.03179	-0.0724179
chr1:12091325-12091664_-	0	0	1	78.74315	1.57671225	3.10177	1.17847	0.853423
chr1:12091372-12091711_-	0	0	1	78.74315	1.7777575	3.07395	1.19237	0.837189
chr1:12116428-12116767_-	0	0	0	78.12945	1.836577	-0.0791938	0.873872	-0.283277
chr1:12139656-12139995_-	0	0	1	77.5146	1.042582143	2.15103	2.52358	0.142287
chr1:12178687-12179026_+	0	0	1	76.4779	-0.16262965	3.39415	2.5049	0.852424
chr1:12184853-12185192_+	0	0	1	76.3281	1.109992	5.15169	8.33386	1.14942
chr1:12184909-12185248_-	0	0	1	76.3281	1.052662571	5.08691	9.17496	1.20722
chr1:12268921-12269260_-	0	0	1	75.2244	0.6371637625	4.93074	9.46642	1.35843
chr1:12289738-12290077_-	0	0	0	75.3604	2.3742625	4.67155	6.7936	1.03007
chr1:12304175-12304514_-	0	0	1	75.5592	-0.749382875	1.97212	1.22525	-0.145554
chr1:12332149-12332488_+	0	0	1	76.1455	0.2256314	2.51504	1.31765	0.349929
chr1:12335462-12335801_+	0	0	1	76.2371	0.3368859125	3.37693	1.02117	0.267543
chr1:12374412-12374751_+	0	0	1	77.42955	-1.571382825	3.41562	2.66971	0.577253
chr1:12467507-12467846_+	0	0	1	80.0008	-2.090077143	3.11816	2.72643	0.692134
chr1:12661268-12661607_+	0	0	1	81.8049	1.00179	3.16527	2.31843	0.973899
chr1:12679868-12680207_-	0	0	0	81.7473	0.8129385	5.02003	11.9457	2.39676
chr1:12719001-12719340_-	0	0	1	80.7827	0.6861791429	5.18717	9.43473	1.1746
chr1:12719009-12719348_+	0	0	1	80.7827	0.6861791429	5.18717	9.43473	1.1746
chr1:12841659-12841998_-	0	0	0	71.7708	-0.7533792914	0.954388	0.854729	1.09388
chr1:12843933-12844272_+	0	0	0	71.6094	-0.239953	1.02224	0.344008	0.310064
chr1:13795813-13796152_+	0	0	0	38.6963	0.72511575	1.24445	0.906986	0.302687
chr1:13870455-13870794_-	0	0	0	35.67905	1.388212429	3.23266	2.30379	0.757288
chr1:13992181-13992520_+	1	1	0	37.5853	0.1156412857	4.64458	3.45466	0.599493
chr1:14052354-14052693_-	0	0	1	39.09925	0.3734197667	2.16347	2.66743	0.284239
chr1:14137712-14138051_-	0	0	1	38.2414	0.8218637125	2.35387	1.4874	0.426424
chr1:14256689-14257028_+	0	0	0	34.0789	0.3863270125	1.06596	0.983163	-0.291814
chr1:14286898-14287237_-	1	1	0	32.9661	0.89533525	4.34001	5.66341	0.0844518
chr1:14292314-14292653_+	0	0	0	32.7632	0.2447233286	2.94865	5.67572	0.830019
chr1:14421524-14421863_+	0	0	0	29.1882	-1.031405588	2.49475	1.32969	-0.167918
chr1:14893599-14893938_+	0	0	0	42.0924	-0.989962625	0.0326604	0.767299	-0.540934
chr1:14898369-14898708_-	0	0	0	42.32025	0.949941375	1.78909	0.983102	-0.564313
chr1:15105652-15105991_+	0	0	1	56.9761	0.6132147143	2.92268	1.34972	0.331886
chr1:15241870-15242209_+	0	0	1	63.7891	0.9054123375	4.08863	3.85013	0.545618
chr1:15354006-15354345_-	0	0	1	64.5418	1.642106857	4.64851	4.84707	0.559702
chr1:15354016-15354355_-	0	0	1	64.5418	1.511001375	4.39989	4.45184	0.470074
chr1:15373039-15373378_-	0	0	1	64.8625	1.53520875	4.50163	5.9665	0.395537
chr1:15389003-15389342_+	0	0	1	65.2124	0.3805926714	1.96659	1.81219	0.618309
chr1:15426875-15427214_-	0	0	1	66.3361	1.0456295	3.71265	3.53214	0.56929
chr1:15455034-15455373_+	0	0	1	67.4171	0.976227625	4.42815	6.06431	1.15231
chr1:15480552-15480891_-	0	0	1	68.5645	0.6985838571	4.5876	7.70348	2.38646
chr1:15556424-15556763_+	0	0	0	72.0748	0.7621659625	-0.162831	3.1704	0.30701
chr1:15599054-15599393_-	1	1	1	73.839	1.081952	4.06301	9.42804	1.05327
chr1:15631239-15631578_-	0	0	1	75.1198	0.67953075	4.55868	4.61796	0.981995
chr1:15650054-15650393_+	0	0	1	75.8619	0.6136665429	4.77356	8.15002	0.521134
chr1:15691275-15691614_-	0	0	1	77.60805	0.6639492571	0.467859	1.15299	0.02739
chr1:15757642-15757981_-	0	0	0	80.368	0.75004	4.78902	5.41913	1.44525
chr1:15827914-15828253_-	0	0	1	82.38	0.2315535875	2.96757	2.94994	-0.091987
chr1:15921617-15921956_+	0	0	0	83.4895	-1.46408125	2.56516	2.13085	-0.337155
chr1:16067863-16068202_-	0	0	0	83.2652	0.964706375	4.37863	6.87989	1.70238
chr1:16118533-16118872_+	0	0	0	83.209	0.84188975	4.92385	6.11041	1.09783
chr1:16129869-16130208_+	0	0	0	83.183	-0.56012175	2.53403	1.9709	0.92996
chr1:16142039-16142378_+	1	1	0	83.147	-2.10761625	4.25303	3.70413	0.538758
chr1:16321044-16321383_-	0	0	0	82.9722	1.048191375	4.32487	2.18036	0.8733
chr1:16321052-16321391_+	0	0	0	82.9722	1.001231571	4.52768	2.41224	0.944558
chr1:16335526-16335865_+	0	0	0	82.9555	1.1217575	4.94271	6.9979	1.14117
chr1:16359336-16359675_-	0	0	1	82.86615	0.715067	5.33257	8.06876	1.17161
chr1:16382590-16382929_-	0	0	0	82.7046	0.6063625	5.27193	9.93396	1.17429
chr1:16399998-16400337_+	0	0	0	82.5564	0.5929697143	3.49039	3.20287	0.802257
chr1:16405382-16405721_+	0	0	0	82.50555	1.560219625	5.21727	9.15721	1.49717
chr1:16408842-16409181_+	0	0	0	82.4729	1.243739125	4.4864	4.37442	1.22155
chr1:16481147-16481486_-	0	0	1	81.9367	1.84601625	3.90844	5.6583	1.93393
chr1:16514254-16514593_-	0	0	0	81.84065	0.8361545	5.36762	5.98468	1.89193
chr1:16570896-16571235_-	0	0	0	81.8867	0.9124996625	4.23709	10.6939	1.16726
chr1:16689869-16690208_-	0	0	1	82.9145	-1.158374029	4.50925	6.7074	1.7431
chr1:16766891-16767230_+	0	0	0	82.7001	2.1435525	4.50446	11.8816	2.38321
chr1:16766950-16767289_+	0	0	0	82.7001	2.269852857	4.92014	13.6656	2.91161
chr1:16918264-16918603_-	0	0	1	79.0042	-0.05152725	3.73971	12.9342	1.76167
chr1:16918272-16918611_+	0	0	1	79.0042	-0.05152725	3.73971	12.9342	1.76167
chr1:16947526-16947865_-	0	0	1	78.886	1.471572125	3.56993	18.0373	1.15621
chr1:17011271-17011610_-	0	0	0	79.0107	-3.10348	3.56803	0.858826	0.286398
chr1:17029652-17029991_-	0	0	1	78.969	0.9053905714	3.98939	10.072	1.49296
chr1:17036284-17036623_+	1	1	1	78.93335	1.4510125	4.56576	8.81176	0.915282
chr1:17036294-17036633_+	1	1	1	78.93335	1.4510125	4.56576	8.81176	0.915282
chr1:17236305-17236644_-	0	0	1	76.8143	-1.387839714	1.59637	1.87698	-0.260569
chr1:17236313-17236652_+	0	0	1	76.8143	-1.09287	1.55763	1.75442	-0.0102742
chr1:17278196-17278535_+	0	0	1	76.3892	1.32940825	4.4904	7.4032	0.822409
chr1:17372598-17372937_-	0	0	1	73.6661	-2.346543857	3.93664	3.35153	0.564002
chr1:17401930-17402269_-	0	0	1	72.3302	0.16472525	1.19709	1.09683	0.189821
chr1:17452263-17452602_+	0	0	0	69.60235	1.242302625	4.37537	9.2402	0.756355
chr1:17560334-17560673_+	0	0	1	65.56275	1.484343863	-0.33673	1.47257	0.749656
chr1:17600714-17601053_-	0	0	1	66.079	1.113008414	1.57472	0.835951	0.625286
chr1:17662607-17662946_-	0	0	1	68.6282	0.153412	2.69571	2.58952	-0.0477649
chr1:17697102-17697441_-	0	0	0	70.3597	0.3116025857	0.564767	0.738568	0.293635
chr1:17732669-17733008_-	0	0	0	72.1956	1.1984675	3.38102	2.72916	0.17546
chr1:17746357-17746696_+	0	0	1	72.86285	1.40817	5.07431	3.80909	0.909311
chr1:17811802-17812141_-	0	0	0	75.5929	1.654259714	2.44608	1.30646	-0.233811
chr1:17820765-17821104_+	0	0	0	75.8441	1.165152571	4.51421	2.92773	1.04836
chr1:17828826-17829165_+	0	0	0	76.0287	1.31234175	4.43767	8.17521	1.12354
chr1:17899153-17899492_-	0	0	1	75.7251	0.7649830143	1.85412	0.918822	0.926194
chr1:17933354-17933693_-	0	0	1	74.33355	1.283663429	4.79316	6.61732	0.823658
chr1:17955937-17956276_-	0	0	1	73.1304	0.346958875	2.07499	1.0281	0.782822
chr1:17980278-17980617_+	0	0	1	71.6755	1.1801235	3.28297	2.67352	0.77039
chr1:17988086-17988425_+	0	0	1	71.2143	1.511363125	3.99528	3.03889	0.44521
chr1:17988120-17988459_-	0	0	1	71.2143	1.561354875	3.98178	2.86722	0.490427
chr1:18152609-18152948_-	0	0	1	60.5738	2.310295857	3.62281	1.53832	0.982123
chr1:18249365-18249704_+	0	0	0	54.03285	0.4305256286	1.91749	1.91513	0.701164
chr1:18311023-18311362_+	0	0	0	50.2876	0.3603142375	0.975091	0.96135	-0.113077
chr1:18325382-18325721_-	0	0	0	49.5414	1.21646875	0.371147	0.489882	0.0190126
chr1:18426992-18427331_-	1	1	0	46.5	0.246912875	3.8701	4.51204	0.52951
chr1:18543917-18544256_-	0	0	1	46.1956	0.95206175	1.55085	0.711197	1.14129
chr1:18561280-18561619_-	1	1	1	46.32465	-0.5497070571	2.37143	1.58079	0.948138
chr1:18561289-18561628_+	1	1	1	46.32465	-0.5497070571	2.37143	1.58079	0.948138
chr1:18626232-18626571_+	0	0	1	47.21855	0.279633775	2.82471	1.13379	-0.11617
chr1:18629249-18629588_+	0	0	1	47.2747	0.7991432125	0.677279	0.681551	0.132359
chr1:18629332-18629671_-	0	0	1	47.2747	1.216999713	0.705043	0.846599	0.412849
chr1:18700408-18700747_-	0	0	1	48.87495	0.7405473857	0.470837	0.705856	0.436242
