Motif	Number_mutations	Binary_mutations	Binary_Genic	Rep_Time	XPD	CTCF	DHS	POLR2A
chr1:6423124-6423463_+	0	0	1	83.4074	-0.4600116187	3.31788875	2.410726875	-0.6646283914
chr1:6457088-6457427_-	0	0	0	83.5265	0.754027625	1.415494125	1.123011	-0.2614932429
chr1:6464733-6465072_-	0	0	0	83.5622	0.308691	4.35286125	16.53444087	-0.8295392571
chr1:6474381-6474720_-	0	0	1	83.6046	2.33429375	1.6477275	4.387224286	0.024492725
chr1:6483521-6483860_+	0	0	1	83.644	0.7267	3.45836875	9.95735125	-0.4088775125
chr1:6498089-6498428_-	0	0	1	83.6912	1.33801375	4.3616475	11.398545	-0.02445975
chr1:6535570-6535909_-	0	0	1	83.7052	0.9593149286	4.14373625	10.50762875	-0.892035375
chr1:6546539-6546878_+	0	0	1	83.6663	0.740627	4.1362875	18.53900125	-0.2080643875
chr1:6549935-6550274_-	0	0	1	83.6515	1.472432625	4.07766125	10.12767875	0.4176288875
chr1:6583693-6584032_-	0	0	1	83.341	0.769316	2.029228237	1.497344857	-0.512916375
chr1:6583702-6584041_+	0	0	1	83.341	0.5537675	2.320547143	1.694495167	-0.4297701429
chr1:6614498-6614837_-	0	0	0	82.83805	0.77846	4.850535	36.10849125	2.437657143
chr1:6694673-6695012_-	0	0	1	80.7604	0.5736625	3.55718375	5.76478	-0.02542895
chr1:6694787-6695126_-	0	0	1	80.7604	0.5499124333	3.502085	5.794727143	-0.0132418375
chr1:6706586-6706925_-	0	0	1	80.3707	0.79858375	3.25014625	2.502437125	-1.001609625
chr1:6780068-6780407_+	0	0	0	77.3757	0.449852375	3.916435	4.860759375	0.21391165
chr1:6787636-6787975_-	0	0	0	76.9628	0.6353664625	3.479190875	5.1752005	-0.0196425125
chr1:6854236-6854575_+	0	0	1	72.9024	-1.966856	2.9489725	0.0838512	-0.050373075
chr1:6949957-6950296_-	1	1	1	66.4682	0.8890214286	4.060191429	4.207543429	-1.134315143
chr1:7102797-7103136_+	0	0	1	57.4086	-0.1555025	3.45068875	1.287718429	-0.3606241429
chr1:7130473-7130812_-	0	0	1	55.86375	1.11363525	3.440955	3.309134857	-0.2981001875
chr1:7278314-7278653_-	0	0	1	51.05875	0.5288882875	3.88342625	4.33668875	-0.695108
chr1:7284828-7285167_+	0	0	1	51.0173	1.43657775	2.093664	2.148692333	0.776090875
chr1:7514147-7514486_+	0	0	1	59.0686	0.72095175	3.0362225	2.710194286	0.100647875
chr1:7707303-7707642_-	0	0	1	69.63915	0.8425635	4.405311429	10.40655714	-1.426505
chr1:7727609-7727948_+	0	0	1	70.7012	1.137564357	4.889121429	22.68479	-1.089821857
chr1:7729543-7729882_+	0	0	1	70.8112	1.65474625	3.76731875	6.11852625	-0.459948375
chr1:7812892-7813231_-	0	0	1	75.9581	-0.71981375	3.834745	4.252470286	-1.033751375
chr1:7962831-7963170_-	0	0	0	81.0091	1.475451667	3.35378	4.244975125	-0.0408131625
chr1:8021360-8021699_+	0	0	1	82.04805	2.711992857	1.473428571	68.8778	4.207948571
chr1:8035346-8035685_+	0	0	1	82.28995	1.201448	3.96995	6.0399125	0.2544140625
chr1:8042378-8042717_+	0	0	1	82.4021	0.4935141375	4.22382125	7.351958714	0.1658228857
chr1:8075074-8075413_+	0	0	1	82.8133	-0.94132775	3.15301875	1.8866565	1.99072
chr1:8225736-8226075_-	0	0	0	82.2903	0.307679875	2.2531725	1.95216375	-0.1283451429
chr1:8298991-8299330_-	0	0	0	82.1918	1.940087383	0.9276600375	1.58531325	0.8210658625
chr1:8374369-8374708_-	1	1	0	82.6705	1.101426125	4.54515375	6.348756	0.0449774375
chr1:8409059-8409398_-	0	0	0	82.6245	1.771358571	4.124337143	8.025772857	-0.8554868571
chr1:8411741-8412080_-	0	0	0	82.6024	0.4838706667	3.41998625	2.82998375	0.571362875
chr1:8411825-8412164_-	0	0	0	82.6024	0.8271135	3.2720475	3.052715	0.484642
chr1:8434888-8435227_+	0	0	1	82.3308	-0.5086896667	1.974275	1.677027625	-0.88760875
chr1:8621134-8621473_+	0	0	1	76.6527	-1.45402375	4.2454725	1.916601429	-0.7420304125
chr1:8631206-8631545_-	0	0	1	76.55355	-0.9276569	3.218382857	0.344389	0.05053705714
chr1:8731385-8731724_-	0	0	1	79.3813	-1.41492125	3.784625	1.467398571	-0.00720195
chr1:8786590-8786929_-	0	0	1	81.6878	-0.2269163333	4.17541875	1.336381625	-0.491592875
chr1:8799385-8799724_-	0	0	1	81.9698	0.326918	-0.09096145714	1.542267143	-0.501437625
chr1:8799439-8799778_-	0	0	1	81.9698	-0.084977	0.2129871143	1.51980625	-0.483393875
chr1:8891429-8891768_+	0	0	0	81.6734	-0.3227175	1.758521375	0.812309875	-0.16353235
chr1:8908971-8909310_-	0	0	0	81.5579	1.640567833	3.57705875	22.78398312	-0.3410027
chr1:8919487-8919826_+	0	0	0	81.52755	0.498869625	3.22562375	1.89975775	1.313503875
chr1:8978162-8978501_+	0	0	0	81.68985	-0.2395819125	3.95376375	1.7993095	-0.2678335714
chr1:9022984-9023323_+	0	0	1	81.4579	0.697522175	2.440458625	3.1968325	-0.0660459875
chr1:9048113-9048452_-	0	0	0	81.0061	1.300528714	3.88224	5.25381925	-0.41382125
chr1:9065183-9065522_-	0	0	1	80.58955	1.565368675	3.52668	10.80897087	0.1227579571
chr1:9161619-9161958_-	0	0	1	79.3545	1.474005375	2.65607875	2.725168143	-0.1236578625
chr1:9161708-9162047_-	1	1	1	79.3545	1.070592286	2.421861429	2.742636833	-0.2376941286
chr1:9170830-9171169_+	0	0	1	79.4324	2.02412975	4.27639375	18.97136125	0.3740219625
chr1:9202322-9202661_+	0	0	0	79.86255	1.142835167	4.1555225	4.074655875	-0.1887451375
chr1:9241347-9241686_+	0	0	0	80.36885	2.315326125	4.18542125	11.4247475	0.525082125
chr1:9256517-9256856_-	0	0	0	80.4658	1.17756925	3.67597	5.37173375	0.2332538
chr1:9294481-9294820_-	0	0	0	80.45695	1.99184	4.13442125	15.25048125	4.0096225
chr1:9294489-9294828_+	0	0	0	80.45695	1.99184	4.13442125	15.25048125	4.0096225
chr1:9349082-9349421_+	0	0	0	80.2978	0.69794475	4.52946375	7.581551667	-1.21214475
chr1:9515849-9516188_-	0	0	0	81.8637	1.213450775	2.95747125	6.983239875	-0.4224821125
chr1:9551134-9551473_-	1	1	0	81.9602	1.302433	4.20632375	21.97168	0.1301078625
chr1:9555307-9555646_+	0	0	0	81.9718	1.528202	4.346927143	9.65789	0.2278709386
chr1:9633812-9634151_-	0	0	1	82.1842	1.402398625	2.35295375	1.126751625	-1.055853212
chr1:9675659-9675998_+	0	0	0	82.2386	1.161812833	3.021115714	4.237486857	0.2818381571
chr1:9687085-9687424_+	0	0	0	82.2319	0.828281	5.2546925	25.3388275	-0.478076875
chr1:9781866-9782205_+	0	0	1	82.0871	1.2230518	2.4636675	5.0048725	-0.2297593875
chr1:9785057-9785396_-	0	0	1	82.084	1.106276143	4.315317143	4.761565714	0.3437368714
chr1:9785115-9785454_+	0	0	1	82.084	1.169144625	4.30236375	4.596857	0.4156372875
chr1:9844614-9844953_-	0	0	1	81.9903	-1.957375	3.8789925	1.921594	-0.3123113333
chr1:9844622-9844961_+	0	0	1	81.9903	-1.957375	3.8789925	1.921594	-0.3123113333
chr1:9927544-9927883_-	0	0	1	81.4612	1.326438413	4.56326875	16.84888125	-0.069778
chr1:9934891-9935230_-	0	0	1	81.4093	0.5772134	4.0847575	10.73036125	-0.509907875
chr1:9934940-9935279_+	0	0	1	81.4093	0.8765028333	4.28356625	11.09721	-0.333776125
chr1:10002410-10002749_-	0	0	1	81.23665	-1.7306751	3.246197143	1.7993105	0.1283033714
chr1:10010388-10010727_+	0	0	1	81.27685	1.858135375	2.92149875	7.36320375	-0.936678125
chr1:10092551-10092890_-	0	0	0	82.2863	2.036	3.628711429	49.09794857	-0.4598740429
chr1:10094476-10094815_-	0	0	1	82.30755	-0.88110625	0.6439206875	0.825411375	-1.52855625
chr1:10213017-10213356_-	0	0	1	82.3956	1.727755375	2.92943	5.13588625	-0.5045010125
chr1:10270245-10270584_+	0	0	0	81.33895	1.681820571	4.24048125	57.16305	2.93213
chr1:10398122-10398461_-	0	0	1	80.1261	0.8573859625	3.34773625	4.205667375	-0.3420538375
chr1:10488131-10488470_-	0	0	0	78.8885	0.16443375	4.18204	7.0487525	-0.502567125
chr1:10490265-10490604_+	0	0	1	78.8321	1.39200595	4.7461775	30.1995825	-0.07736945
chr1:10554713-10555052_-	0	0	1	77.447	1.86964225	4.10566125	20.26844875	0.016980375
chr1:10555122-10555461_+	0	0	1	77.447	-0.163766125	2.666647143	2.5286425	-0.2813509
chr1:10567508-10567847_+	0	0	1	77.2475	0.8993164286	3.546205714	2.710195714	-1.177044571
chr1:10574498-10574837_+	0	0	1	77.16325	0.2321602125	3.27675	1.397522833	0.169341675
chr1:10752447-10752786_+	0	0	1	75.5295	0.087048	2.783505	4.58562125	-0.3234201875
chr1:10927178-10927517_-	0	0	0	78.12465	-0.7309423333	4.89940875	9.91803625	0.4242648571
chr1:10969986-10970325_-	0	0	0	79.2699	0.805704	2.34476625	4.52010875	-0.8845802857
chr1:10970004-10970343_+	0	0	0	79.2699	0.8201085714	2.475415714	4.91129	-0.8595536667
chr1:11002026-11002365_-	0	0	0	79.5867	0.321693875	4.4215025	9.04022625	0.1214419143
chr1:11097672-11098011_+	0	0	1	78.4682	0.3616709186	4.36233125	15.40768188	0.20066982
chr1:11301774-11302113_+	0	0	1	76.4408	-0.090971225	2.99260875	1.375686125	-0.14699445
chr1:11380241-11380580_+	0	0	0	73.1601	1.353463429	2.85892375	5.450337143	0.3957651286
chr1:11397589-11397928_+	0	0	0	72.2997	0.564722	2.787415	4.0091465	-0.4567591375
chr1:11538723-11539062_-	0	0	0	67.3513	0.9853523333	2.7196275	8.09688625	-0.07870974286
chr1:11702493-11702832_-	0	0	0	73.7836	0.17083875	4.59876625	7.88726625	0.4317345
chr1:11705746-11706085_-	0	0	0	74.0088	1.527536125	3.06002375	15.21115262	-0.9227381429
chr1:11779855-11780194_-	0	0	1	78.4419	0.5593911429	4.325155714	16.18630714	-0.2154699857
chr1:11809240-11809579_-	0	0	1	79.82415	1.132336	2.71838875	4.37599625	-1.061068125
chr1:11809312-11809651_-	0	0	1	79.82415	1.053723125	2.89244	4.45460625	-0.308453125
chr1:11845233-11845572_+	0	0	1	81.06315	1.84281	3.42132875	9.31536875	0.895733125
chr1:11898658-11898997_+	0	0	1	81.8572	1.000539	4.554317143	18.97136286	-0.8179924571
chr1:11898738-11899077_+	0	0	1	81.8572	0.934052375	4.454215	16.88818125	-0.943913875
chr1:11954008-11954347_-	1	1	0	81.5054	1.484196429	4.360785714	16.06652429	-0.6253463
chr1:12091325-12091664_-	0	0	1	78.74315	1.921157375	2.6087375	7.65142875	-0.6526480857
chr1:12091372-12091711_-	0	0	1	78.74315	1.870261125	2.51987	7.41559725	-0.5929911
chr1:12116428-12116767_-	0	0	0	78.12945	2.30827375	-0.05561533333	1.25777025	-0.500027575
chr1:12139656-12139995_-	0	0	1	77.5146	0.8466221429	1.534601143	3.084532714	-0.3453060714
chr1:12178687-12179026_+	0	0	1	76.4779	0.4911155714	4.62683	10.48141725	-0.1069443875
chr1:12184853-12185192_+	0	0	1	76.3281	1.747261143	4.722635714	13.83546833	-0.1063935429
chr1:12184909-12185248_-	0	0	1	76.3281	1.489551	4.503908571	12.09854857	-0.004562971429
chr1:12268921-12269260_-	0	0	1	75.2244	1.215010375	4.176385	20.4518725	0.34242375
chr1:12289738-12290077_-	0	0	0	75.3604	1.9980722	4.2898575	17.96253	0.970310375
chr1:12304175-12304514_-	0	0	1	75.5592	0.245587875	1.9207335	1.197876857	-0.66287275
chr1:12332149-12332488_+	0	0	1	76.1455	0.827079625	2.87118375	1.91285875	-0.2477342375
chr1:12335462-12335801_+	0	0	1	76.2371	0.306801625	2.60163125	2.14869025	0.3426466125
chr1:12374412-12374751_+	0	0	1	77.42955	-1.280731175	2.708742	0.576478	1.064855375
chr1:12467507-12467846_+	0	0	1	80.0008	-1.604846167	2.584858571	1.033168714	-0.3728294571
chr1:12661268-12661607_+	0	0	1	81.8049	1.0983635	2.210950125	5.92199625	-0.234225125
chr1:12679868-12680207_-	0	0	0	81.7473	0.2008467857	4.80958875	17.503965	0.52917432
chr1:12719001-12719340_-	0	0	1	80.7827	0.4316714771	3.822451429	8.504922857	-1.030706
chr1:12719009-12719348_+	0	0	1	80.7827	0.4316714771	3.822451429	8.504922857	-1.030706
chr1:12841659-12841998_-	0	0	0	71.7708	1.1496105	2.60211	0.6463543333	-1.510226571
chr1:12843933-12844272_+	0	0	0	71.6094	2.0315634	3.53082875	1.1354855	-0.260444125
chr1:13795813-13796152_+	0	0	0	38.6963	1.02167175	0.657961625	0.6738061429	-0.8496207
chr1:13870455-13870794_-	0	0	0	35.67905	0.3039968571	0.84743338	1.527293857	0.1881984429
chr1:13992181-13992520_+	0	0	0	37.5853	0.1534088875	3.93753625	2.85618625	0.202888675
chr1:14052354-14052693_-	0	0	1	39.09925	0.58678732	2.27485	2.111257714	-0.4491364286
chr1:14137712-14138051_-	0	0	1	38.2414	-0.7630345	2.83097	4.69044025	0.356106
chr1:14256689-14257028_+	0	0	0	34.0789	1.417505625	1.103063286	1.587187143	-0.06210925
chr1:14286898-14287237_-	1	1	0	32.9661	1.60240125	3.76812125	7.926575	-1.13533425
chr1:14292314-14292653_+	0	0	0	32.7632	0.730667125	0.9284975	2.895493875	-0.3947968375
chr1:14421524-14421863_+	0	0	0	29.1882	0.8620515	2.12836375	1.137983714	-0.07914875
chr1:14893599-14893938_+	0	0	0	42.0924	-0.27050775	0.5638694875	0.7935922857	-0.3456868571
chr1:14898369-14898708_-	0	0	0	42.32025	0.9235571429	0.1461545	1.856708429	-0.173846975
chr1:15105652-15105991_+	0	0	1	56.9761	0.5422267143	3.014744286	7.531637143	0.2495639714
chr1:15241870-15242209_+	0	0	1	63.7891	1.643805625	3.411945	7.62522875	-1.22198425
chr1:15354006-15354345_-	0	0	1	64.5418	1.752873357	3.556838571	11.42474714	-0.4606477429
chr1:15354016-15354355_-	0	0	1	64.5418	1.595527813	3.4107275	10.27179125	-0.485030525
chr1:15373039-15373378_-	0	0	1	64.8625	1.754137	3.85315	8.4375425	-0.4320132429
chr1:15389003-15389342_+	0	0	1	65.2124	0.788666	2.313246714	1.152956167	-1.286239429
chr1:15426875-15427214_-	0	0	1	66.3361	1.095757	3.4938	4.227506667	-1.119804188
chr1:15455034-15455373_+	0	0	1	67.4171	1.089656	4.035395	12.8004425	0.07225225714
chr1:15480552-15480891_-	0	0	1	68.5645	-0.57828598	3.161012857	7.366941429	1.72725
chr1:15556424-15556763_+	0	0	0	72.0748	1.262950337	0.2725822857	0.4402196	0.6954441429
chr1:15599054-15599393_-	0	0	1	73.839	1.293905671	3.812487143	4.881347143	0.03790125714
chr1:15631239-15631578_-	0	0	1	75.1198	1.334519557	4.04623375	8.16241625	-0.5962481875
chr1:15650054-15650393_+	0	0	1	75.8619	1.193042833	4.152931429	8.984065714	-0.2500704286
chr1:15691275-15691614_-	0	0	1	77.60805	1.2226136	1.225520625	1.152955875	-0.411229875
chr1:15757642-15757981_-	0	0	0	80.368	1.119648625	4.04795125	20.9759325	-1.193131875
chr1:15827914-15828253_-	1	1	1	82.38	0.8471617875	3.15666875	5.435355143	0.2831488429
chr1:15921617-15921956_+	0	0	0	83.4895	-1.561673471	3.59010625	2.567947	0.0299882875
chr1:16067863-16068202_-	0	0	0	83.2652	1.486890125	3.4731075	10.74345625	-0.078143375
chr1:16118533-16118872_+	0	0	0	83.209	0.836316	3.75482	12.93143875	-0.105459675
chr1:16129869-16130208_+	0	0	0	83.183	0.460241125	3.13698125	2.17489275	0.03752888333
chr1:16142039-16142378_+	0	0	0	83.147	-0.5046837571	3.84753	3.734012625	-0.796229875
chr1:16321044-16321383_-	0	0	0	82.9722	0.635226125	4.0481625	6.301955	-0.1924801714
chr1:16321052-16321391_+	0	0	0	82.9722	0.4465355714	4.20199	6.768004286	-0.2167295833
chr1:16335526-16335865_+	0	0	0	82.9555	2.00292	4.26317125	12.72181	-0.3612002
chr1:16359336-16359675_-	0	0	1	82.86615	0.8977905	4.59370875	11.08410625	-0.554831805
chr1:16382590-16382929_-	0	0	0	82.7046	1.37329025	4.644135	21.74895375	-0.9162165
chr1:16399998-16400337_+	0	0	0	82.5564	0.782409	3.60384125	2.358320375	0.5757442125
chr1:16405382-16405721_+	2	1	0	82.50555	1.341385	3.83107	11.17581	-1.355969
chr1:16408842-16409181_+	0	0	0	82.4729	1.45003325	4.02381125	13.24589125	-0.8095398
chr1:16481147-16481486_-	0	0	1	81.9367	0.9177929	3.10224625	3.9305325	2.280635
chr1:16514254-16514593_-	0	0	0	81.84065	1.753048714	4.333537143	15.00340429	-0.2325042857
chr1:16570896-16571235_-	0	0	0	81.8867	1.831288	3.70198875	17.16332625	0.262439595
chr1:16689869-16690208_-	0	0	1	82.9145	-0.18635575	4.0259975	0.65508875	-1.71023075
chr1:16766891-16767230_+	0	0	0	82.7001	2.095235	3.001085	38.07371625	0.414992
chr1:16766950-16767289_+	0	0	0	82.7001	2.129162857	3.12048	44.18662571	0.9953712857
chr1:16918264-16918603_-	0	0	1	79.0042	0.556099875	4.19653875	22.62676338	-0.2739056137
chr1:16918272-16918611_+	0	0	1	79.0042	0.556099875	4.19653875	22.62676338	-0.2739056137
chr1:16947526-16947865_-	0	0	1	78.886	1.92970525	3.533835	22.52195625	-0.47918235
chr1:17011271-17011610_-	0	0	0	79.0107	-1.0945862	3.2322475	0	-0.1168651429
chr1:17029652-17029991_-	0	0	1	78.969	1.296355857	3.544122857	21.41204143	-0.9340614286
chr1:17036284-17036623_+	0	0	1	78.93335	1.407542875	4.59678875	28.273625	-0.0225634125
chr1:17036294-17036633_+	0	0	1	78.93335	1.407542875	4.59678875	28.273625	-0.0225634125
chr1:17236305-17236644_-	0	0	1	76.8143	0.4693952429	2.146772857	0.482145	-0.6143225714
chr1:17236313-17236652_+	0	0	1	76.8143	0.5489445875	2.07479875	0.4192565	-0.646057875
chr1:17278196-17278535_+	0	0	1	76.3892	1.313073375	3.70296375	10.939975	-0.23832
chr1:17372598-17372937_-	0	0	1	73.6661	-2.1055925	3.459085	0.1796812857	-0.1362666875
chr1:17401930-17402269_-	0	0	1	72.3302	0.2400765	2.9727825	1.2708715	0.5065422875
chr1:17452263-17452602_+	0	0	0	69.60235	0.046437925	4.23295125	18.38178625	-0.4035251429
chr1:17560334-17560673_+	0	0	1	65.56275	1.130286537	-0.1869147	1.751894286	0.722839125
chr1:17600714-17601053_-	0	0	1	66.079	0.8879155	4.002115	6.49848125	-0.7296162625
chr1:17662607-17662946_-	0	0	1	68.6282	0.02185471429	4.105424286	10.63115857	-0.8360910429
chr1:17697102-17697441_-	0	0	0	70.3597	0.9894015714	1.507411429	0.9732744286	-0.1951785
chr1:17732669-17733008_-	0	0	0	72.1956	1.60383875	3.86234625	9.777674286	0.7814975
chr1:17746357-17746696_+	0	0	1	72.86285	1.047387	4.238071429	13.68573571	-0.3222471143
