Motif	Number_mutations	Binary_mutations	Binary_Genic	Rep_Time	XPD	CTCF	DHS	POLR2A
chr1:2838606-2838945_-	0	0	0	55.1798	1.379392714	0.052109	0.5931393333	-1.13884
chr1:2929055-2929394_+	1	1	0	58.6788	1.1115274	-0.656051	1.878269333	-0.208922
chr1:3236526-3236865_-	0	0	1	73.5965	0.3396136	0.208151	1.864148	-0.600551
chr1:3333690-3334029_-	0	0	1	72.7401	0.1616588333	-0.239172	0.7117672	-0.211116
chr1:3333698-3334037_+	0	0	1	72.7401	0.1616588333	-0.239172	0.7117672	-0.211116
chr1:3341270-3341609_-	0	0	1	72.6306	2.6966825	0.62429	3.219892571	-0.188474
chr1:3341359-3341698_+	0	0	1	72.6306	1.887386333	0.639888	4.389222	-0.0795149
chr1:3347841-3348180_+	0	0	1	72.5434	0.604071	0.301019	0.1977126667	0.113523
chr1:3369698-3370037_+	0	0	0	72.324	1.0018036	0.993414	4.40617	-0.438779
chr1:3370706-3371045_+	0	0	0	72.3173	1.44189	0.609759	1.680556667	-0.151148
chr1:3400438-3400777_-	0	0	0	72.2804	0.1622582125	0.138713	1.581699333	-0.43308
chr1:3407796-3408135_+	0	0	1	72.3227	1.735523625	1.13461	1.101543714	0.517965
chr1:3481791-3482130_-	0	0	1	73.6546	1.006136375	0.493168	0.5931372	-0.00811378
chr1:3481810-3482149_+	0	0	1	73.6546	1.083489	0.555295	0.593137	-0.0606287
chr1:3481813-3482152_+	0	0	1	73.6546	1.198734125	0.537705	0.593137	-0.149318
chr1:3531721-3532060_-	0	0	0	74.9003	1.36480525	0.418273	0.593139	0.369525
chr1:3535584-3535923_-	0	0	0	74.9962	1.930877875	1.22805	6.270315714	-0.0295919
chr1:3537732-3538071_-	0	0	0	75.0439	0.8577455	1.15578	0.932074	-0.198368
chr1:3612198-3612537_+	0	0	1	77.1681	1.342674571	0.655765	0.6919956667	0.0212694
chr1:3640984-3641323_-	1	1	1	78.7213	1.519782625	0.660006	3.728292857	0.0550931
chr1:3640992-3641331_+	1	1	1	78.7213	1.519782625	0.660006	3.728292857	0.0550931
chr1:3641071-3641410_+	0	0	1	78.7213	1.729432	0.89782	3.813026857	0.24812
chr1:3718037-3718376_-	0	0	0	83.7275	0.28774975	1.06517	1.355744	-0.364316
chr1:3827268-3827607_-	0	0	1	55.00755	2.293980625	0.265127	2.880956857	-0.393048
chr1:3827360-3827699_+	0	0	1	55.00755	2.542387143	0.265412	2.965689714	-0.249312
chr1:4712557-4712896_-	0	0	0	34.6749	0.187502	0.575182	1.7794136	-0.0448842
chr1:4712648-4712987_+	0	0	0	34.6749	0.470055625	0.458739	1.525212286	-0.0394417
chr1:4838059-4838398_+	1	1	1	30.0531	2.098102857	0.187567	1.482844	0.101794
chr1:4886155-4886494_-	0	0	0	29.1794	0.8123742857	-0.0571546	1.977126667	0.204275
chr1:5346347-5346686_+	0	0	0	31.2224	1.718489625	-0.18423	0.9490196	-0.934653
chr1:5569947-5570286_-	0	0	0	41.7688	0.85786875	0.930831	0.79085	-0.0107143
chr1:5569955-5570294_+	0	0	0	41.7688	0.9624884286	0.96287	0.79085	0.156585
chr1:5697260-5697599_-	0	0	1	45.2747	-0.7154764714	0.846577	0.4448545	0.933819
chr1:5697268-5697607_+	0	0	1	45.2747	-0.6448619125	0.646615	0.3558836	0.829024
chr1:5805869-5806208_-	0	0	0	55.3815	1.5364972	1.06179	4.8933925	-0.414197
chr1:5805877-5806216_+	0	0	0	55.3815	1.5364972	1.06179	4.8933925	-0.414197
chr1:5976061-5976400_-	0	0	1	68.8463	-1.066627714	0.793011	3.135158286	-0.151524
chr1:6035246-6035585_-	0	0	1	72.1102	2.459146429	0.447315	2.287816857	-0.0939912
chr1:6101528-6101867_+	1	1	1	75.0719	0.59659625	0.724797	0.5931396	0.299326
chr1:6112999-6113338_+	0	0	1	75.5204	0.6449910625	0.0939428	6.2279475	-0.65274
chr1:6231599-6231938_-	0	0	1	80.6934	1.351966125	-0.441001	0.8897076667	-0.267225
chr1:6245868-6246207_-	0	0	1	81.2355	-0.0299686875	0.451017	2.372551143	0.295191
chr1:6265258-6265597_-	0	0	1	81.89325	0.3017876667	0.403346	7.032915714	-0.613142
chr1:6265268-6265607_-	0	0	1	81.89325	0.72271575	0.381805	6.2279435	-0.680862
chr1:6305114-6305453_-	0	0	1	82.8184	1.322045	1.25492	4.300251	0.0360736
chr1:6306790-6307129_+	0	0	0	82.85	1.736383625	1.12383	4.660372857	0.56641
chr1:6403501-6403840_-	0	0	1	83.3698	1.613414857	1.27352	4.745105	-0.69913
chr1:6408010-6408349_+	0	0	1	83.3766	0.5957368583	0.704001	1.3049032	0.73178
chr1:6423124-6423463_+	1	1	1	83.4074	-0.4600116187	1.22608	3.304624	0.66369
chr1:6457088-6457427_-	0	0	0	83.5265	0.754027625	0.108916	0.677872	-0.455809
chr1:6464733-6465072_-	0	0	0	83.5622	0.308691	0.835428	3.558826667	-0.480795
chr1:6474381-6474720_-	0	0	1	83.6046	2.33429375	-0.0760766	4.30025125	0.450822
chr1:6483521-6483860_+	0	0	1	83.644	0.7267	0.753137	3.389358	0.249292
chr1:6498089-6498428_-	2	1	1	83.6912	1.33801375	0.610694	3.41054075	-0.38255
chr1:6535570-6535909_-	1	1	1	83.7052	0.9593149286	0.383254	2.033615429	-0.238127
chr1:6546539-6546878_+	0	0	1	83.6663	0.740627	1.05094	6.524513714	-0.460925
chr1:6549935-6550274_-	0	0	1	83.6515	1.472432625	0.640894	3.643561429	-0.553767
chr1:6583693-6584032_-	0	0	1	83.341	0.769316	-0.0840966	1.853557	-0.740415
chr1:6583702-6584041_+	0	0	1	83.341	0.5537675	-0.0966581	2.118350857	-0.637043
chr1:6614498-6614837_-	0	0	0	82.83805	0.77846	1.85779	10.08334625	0.937197
chr1:6694673-6695012_-	0	0	1	80.7604	0.5736625	0.162876	3.18811725	0.0997838
chr1:6694787-6695126_-	0	0	1	80.7604	0.5499124333	-0.104099	3.304626571	0.0789511
chr1:6706586-6706925_-	0	0	1	80.3707	0.79858375	0.396136	5.486531	0.209299
chr1:6780068-6780407_+	0	0	0	77.3757	0.449852375	0.405764	7.117661	0.234588
chr1:6787636-6787975_-	0	0	0	76.9628	0.6353664625	0.691018	2.174838333	0.582322
chr1:6854236-6854575_+	0	0	1	72.9024	-1.966856	-0.0219549	3.929536	-1.09996
chr1:6949957-6950296_-	0	0	1	66.4682	0.8890214286	1.13414	4.575628571	0.0649296
chr1:7102797-7103136_+	0	0	1	57.4086	-0.1555025	0.41641	4.321432286	0.0624074
chr1:7130473-7130812_-	0	0	1	55.86375	1.11363525	0.635953	3.9295355	-0.062523
chr1:7278314-7278653_-	0	0	1	51.05875	0.5288882875	0.283228	4.9823476	-0.65087
chr1:7284828-7285167_+	0	0	1	51.0173	1.43657775	-0.396938	0.4745096	-0.106829
chr1:7514147-7514486_+	1	1	1	59.0686	0.72095175	-0.396882	2.075981667	-0.692319
chr1:7707303-7707642_-	2	1	1	69.63915	0.8425635	1.01304	1.101542286	-0.00411275
chr1:7727609-7727948_+	1	1	1	70.7012	1.137564357	1.99566	7.315361667	0.301843
chr1:7729543-7729882_+	0	0	1	70.8112	1.65474625	0.899912	3.33639875	0.166473
chr1:7812892-7813231_-	1	1	1	75.9581	-0.71981375	1.08029	8.22977475	0.552915
chr1:7962831-7963170_-	0	0	0	81.0091	1.475451667	0.54641	5.761907143	-0.630887
chr1:8021360-8021699_+	0	0	1	82.04805	2.711992857	1.27343	19.65828829	0.56713
chr1:8035346-8035685_+	0	0	1	82.28995	1.201448	0.979519	3.459971333	0.181079
chr1:8042378-8042717_+	0	0	1	82.4021	0.4935141375	1.67945	6.623368333	0.123921
chr1:8075074-8075413_+	0	0	1	82.8133	-0.94132775	0.799544	8.981817143	0.332027
chr1:8225736-8226075_-	0	0	0	82.2903	0.307679875	-0.38278	0.593139	-0.50025
chr1:8298991-8299330_-	0	0	0	82.1918	1.940087383	0.370498	1.864148286	-0.241657
chr1:8374369-8374708_-	0	0	0	82.6705	1.101426125	1.14309	6.10085	0.144643
chr1:8409059-8409398_-	0	0	0	82.6245	1.771358571	0.829166	3.163403	-0.328871
chr1:8411741-8412080_-	0	0	0	82.6024	0.4838706667	0.215285	1.556988	-0.0259123
chr1:8411825-8412164_-	0	0	0	82.6024	0.8271135	0.220754	1.271010571	-0.00856214
chr1:8434888-8435227_+	0	0	1	82.3308	-0.5086896667	0.0747172	1.016808	-1.53947
chr1:8621134-8621473_+	0	0	1	76.6527	-1.45402375	0.91553	7.93321125	-0.30433
chr1:8631206-8631545_-	0	0	1	76.55355	-0.9276569	1.04098	5.084035429	0.076732
chr1:8731385-8731724_-	0	0	1	79.3813	-1.41492125	0.966262	4.3743925	-0.83844
chr1:8786590-8786929_-	0	0	1	81.6878	-0.2269163333	1.28093	6.355055714	-0.0906597
chr1:8799385-8799724_-	0	0	1	81.9698	0.326918	0.251567	0.296569	-0.0653908
chr1:8799439-8799778_-	0	0	1	81.9698	-0.084977	0.171686	0.5931393333	-0.184664
chr1:8891429-8891768_+	0	0	0	81.6734	-0.3227175	-0.289523	0.4448545	-0.257915
chr1:8908971-8909310_-	0	0	0	81.5579	1.640567833	1.00601	12.01104	0.211743
chr1:8919487-8919826_+	1	1	0	81.52755	0.498869625	0.334572	9.86090875	-0.385306
chr1:8978162-8978501_+	1	1	0	81.68985	-0.2395819125	0.922844	9.151275714	-0.546446
chr1:9022984-9023323_+	0	0	1	81.4579	0.697522175	0.306031	2.44669375	0.783279
chr1:9048113-9048452_-	1	1	0	81.0061	1.300528714	1.4148	1.694678286	0.114783
chr1:9065183-9065522_-	0	0	1	80.58955	1.565368675	0.545444	5.04167875	-0.498477
chr1:9161619-9161958_-	0	0	1	79.3545	1.474005375	0.818373	2.96569	-0.106061
chr1:9161708-9162047_-	0	0	1	79.3545	1.070592286	0.636194	3.135158571	-0.0052666
chr1:9170830-9171169_+	0	0	1	79.4324	2.02412975	1.1441	7.34008125	1.24129
chr1:9202322-9202661_+	0	0	0	79.86255	1.142835167	0.869479	3.262259667	0.309614
chr1:9241347-9241686_+	1	1	0	80.36885	2.315326125	1.31866	1.581701	0.308222
chr1:9256517-9256856_-	1	1	0	80.4658	1.17756925	1.39329	1.186278	0.202047
chr1:9294481-9294820_-	0	0	0	80.45695	1.99184	1.34336	5.239381667	1.69784
chr1:9294489-9294828_+	0	0	0	80.45695	1.99184	1.34336	5.239381667	1.69784
chr1:9349082-9349421_+	0	0	0	80.2978	0.69794475	1.26379	3.064546333	0.339406
chr1:9515849-9516188_-	0	0	0	81.8637	1.213450775	1.21884	2.965689429	-0.140196
chr1:9551134-9551473_-	5	1	0	81.9602	1.302433	0.620872	6.82108875	-0.575085
chr1:9555307-9555646_+	1	1	0	81.9718	1.528202	0.969694	1.4235316	0.981113
chr1:9633812-9634151_-	0	0	1	82.1842	1.402398625	0.349008	2.471409333	-0.0170106
chr1:9675659-9675998_+	0	0	0	82.2386	1.161812833	0.444125	0.9320754286	0.502482
chr1:9687085-9687424_+	0	0	0	82.2319	0.828281	1.29188	3.756541333	-0.109576
chr1:9781866-9782205_+	0	0	1	82.0871	1.2230518	-0.0378761	3.050425714	0.350936
chr1:9785057-9785396_-	0	0	1	82.084	1.106276143	0.519849	1.482844667	-0.982887
chr1:9785115-9785454_+	0	0	1	82.084	1.169144625	0.559266	1.5421576	-0.797348
chr1:9844614-9844953_-	0	0	1	81.9903	-1.957375	0.987909	6.524521	-0.115118
chr1:9844622-9844961_+	0	0	1	81.9903	-1.957375	0.987909	6.524521	-0.115118
chr1:9927544-9927883_-	0	0	1	81.4612	1.326438413	1.53845	6.100841429	0.12683
chr1:9934891-9935230_-	0	0	1	81.4093	0.5772134	1.09407	6.67281	-0.380435
chr1:9934940-9935279_+	1	1	1	81.4093	0.8765028333	1.07349	7.04352125	-0.461289
chr1:10002410-10002749_-	0	0	1	81.23665	-1.7306751	0.464411	4.067225714	-0.237789
chr1:10010388-10010727_+	0	0	1	81.27685	1.858135375	0.864221	6.100845714	-0.155955
chr1:10092551-10092890_-	1	1	0	82.2863	2.036	0.718683	13.21849429	0.25247
chr1:10094476-10094815_-	0	0	1	82.30755	-0.88110625	0.173445	5.761904286	-0.169573
chr1:10213017-10213356_-	1	1	1	82.3956	1.727755375	0.409954	1.525212286	0.0821864
chr1:10270245-10270584_+	0	0	0	81.33895	1.681820571	1.15031	14.23531	0.928248
chr1:10398122-10398461_-	0	0	1	80.1261	0.8573859625	0.270867	2.711488571	-0.388321
chr1:10488131-10488470_-	0	0	0	78.8885	0.16443375	1.09554	16.77733114	0.848373
chr1:10490265-10490604_+	0	0	1	78.8321	1.39200595	1.0667	5.78308375	0.374934
chr1:10554713-10555052_-	0	0	1	77.447	1.86964225	0.931941	4.575636857	-0.0733636
chr1:10555122-10555461_+	0	0	1	77.447	-0.163766125	0.417239	4.30025475	0.582829
chr1:10567508-10567847_+	0	0	1	77.2475	0.8993164286	0.910833	2.767976667	-0.951515
chr1:10574498-10574837_+	0	0	1	77.16325	0.2321602125	0.354947	3.643554	0.145981
chr1:10752447-10752786_+	0	0	1	75.5295	0.087048	0.595477	2.457285429	-0.295511
chr1:10927178-10927517_-	1	1	0	78.12465	-0.7309423333	-0.350838	1.38399	-0.440891
chr1:10969986-10970325_-	0	0	0	79.2699	0.805704	0.0215937	1.6311295	-0.330845
chr1:10970004-10970343_+	0	0	0	79.2699	0.8201085714	-0.0293021	2.174839333	-0.517931
chr1:11002026-11002365_-	0	0	0	79.5867	0.321693875	0.420932	3.558826333	-0.710449
chr1:11097672-11098011_+	0	0	1	78.4682	0.3616709186	0.88968	6.59866125	-0.0213638
chr1:11301774-11302113_+	0	0	1	76.4408	-0.090971225	1.43554	4.406166857	-0.251349
chr1:11380241-11380580_+	0	0	0	73.1601	1.353463429	0.205207	1.186277667	0.0800994
chr1:11397589-11397928_+	2	1	0	72.2997	0.564722	0.352312	6.100842857	0.133725
chr1:11538723-11539062_-	0	0	0	67.3513	0.9853523333	0.570289	3.3364025	1.46019
chr1:11702493-11702832_-	0	0	0	73.7836	0.17083875	1.13313	4.406169714	-0.469186
chr1:11705746-11706085_-	0	0	0	74.0088	1.527536125	1.01962	4.406172286	-0.146886
chr1:11779855-11780194_-	0	0	1	78.4419	0.5593911429	0.753741	3.855398	0.36051
chr1:11809240-11809579_-	0	0	1	79.82415	1.132336	0.369957	0.4745112	-0.76905
chr1:11809312-11809651_-	0	0	1	79.82415	1.053723125	0.408249	0.4448545	-0.673856
chr1:11845233-11845572_+	0	0	1	81.06315	1.84281	1.19215	2.3725525	0.540513
chr1:11898658-11898997_+	0	0	1	81.8572	1.000539	1.43891	2.075983	-0.666711
chr1:11898738-11899077_+	0	0	1	81.8572	0.934052375	1.26278	1.948882571	-0.270096
chr1:11954008-11954347_-	0	0	0	81.5054	1.484196429	0.639658	1.581701	0.0489772
chr1:12091325-12091664_-	0	0	1	78.74315	1.921157375	0.0204587	0.395426	-0.47349
chr1:12091372-12091711_-	0	0	1	78.74315	1.870261125	0.290934	0.395426	-0.359347
chr1:12116428-12116767_-	0	0	0	78.12945	2.30827375	-0.811733	0.1977126667	-0.459151
chr1:12139656-12139995_-	1	1	1	77.5146	0.8466221429	-0.235676	3.897762857	0.372658
chr1:12178687-12179026_+	1	1	1	76.4779	0.4911155714	1.03951	3.135156571	-0.448629
chr1:12184853-12185192_+	2	1	1	76.3281	1.747261143	0.967899	4.490902571	0.0406245
chr1:12184909-12185248_-	0	0	1	76.3281	1.489551	1.05649	4.745104286	0.0203165
chr1:12268921-12269260_-	2	1	1	75.2244	1.215010375	1.47366	10.305765	0.389328
chr1:12289738-12290077_-	0	0	0	75.3604	1.9980722	0.593659	2.880955429	0.123778
chr1:12304175-12304514_-	1	1	1	75.5592	0.245587875	-0.0160295	0.8303932	-0.056393
chr1:12332149-12332488_+	0	0	1	76.1455	0.827079625	0.0087122	1.70527075	-1.26716
chr1:12335462-12335801_+	0	0	1	76.2371	0.306801625	0.621366	1.0379915	0.0484851
chr1:12374412-12374751_+	0	0	1	77.42955	-1.280731175	0.304949	5.857236	-0.673114
chr1:12467507-12467846_+	0	0	1	80.0008	-1.604846167	0.474518	5.761911429	0.181398
chr1:12661268-12661607_+	1	1	1	81.8049	1.0983635	0.188706	1.440476857	-0.412471
chr1:12679868-12680207_-	2	1	0	81.7473	0.2008467857	0.876533	8.45221625	-0.0110545
chr1:12719001-12719340_-	0	0	1	80.7827	0.4316714771	1.29662	7.541321429	-0.513157
chr1:12719009-12719348_+	0	0	1	80.7827	0.4316714771	1.29662	7.541321429	-0.513157
chr1:12841659-12841998_-	0	0	0	71.7708	1.1496105	1.02421	1.1862756	0.87887
chr1:12843933-12844272_+	0	0	0	71.6094	2.0315634	0.198208	0.593137	0.275313
chr1:13795813-13796152_+	0	0	0	38.6963	1.02167175	0.489239	3.304625714	-0.199891
chr1:13870455-13870794_-	0	0	0	35.67905	0.3039968571	1.04265	3.38936	0.0906151
chr1:13992181-13992520_+	0	0	0	37.5853	0.1534088875	0.488419	6.450371	-0.0202194
chr1:14052354-14052693_-	0	0	1	39.09925	0.58678732	0.378989	2.457285714	-0.379984
chr1:14137712-14138051_-	0	0	1	38.2414	-0.7630345	0.0361762	1.334561	-0.115112
chr1:14256689-14257028_+	0	0	0	34.0789	1.417505625	0.284843	1.186276333	-0.148487
chr1:14286898-14287237_-	0	0	0	32.9661	1.60240125	0.931217	6.326813333	0.396252
chr1:14292314-14292653_+	0	0	0	32.7632	0.730667125	0.708935	5.857241	-0.187583
chr1:14421524-14421863_+	1	1	0	29.1882	0.8620515	0.231017	2.669121	-0.174058
chr1:14893599-14893938_+	0	0	0	42.0924	-0.27050775	0.089369	0.1977126667	-0.34926
chr1:14898369-14898708_-	0	0	0	42.32025	0.9235571429	0.172769	1.087419333	-0.401271
chr1:15105652-15105991_+	0	0	1	56.9761	0.5422267143	0.155073	1.0676472	-0.462342
chr1:15241870-15242209_+	0	0	1	63.7891	1.643805625	0.76443	5.338241429	0.104024
chr1:15354006-15354345_-	0	0	1	64.5418	1.752873357	0.892286	6.100842857	-0.74942
chr1:15354016-15354355_-	0	0	1	64.5418	1.595527813	0.730703	6.100842857	-0.677603
chr1:15373039-15373378_-	0	0	1	64.8625	1.754137	0.924462	3.781251	0.23409
chr1:15389003-15389342_+	0	0	1	65.2124	0.788666	0.24265	0.8473408571	-0.380133
chr1:15426875-15427214_-	0	0	1	66.3361	1.095757	1.31552	3.219891143	-0.150009
chr1:15455034-15455373_+	0	0	1	67.4171	1.089656	0.889606	5.239386	0.396791
chr1:15480552-15480891_-	0	0	1	68.5645	-0.57828598	0.562287	3.756539667	0.13621
chr1:15556424-15556763_+	0	0	0	72.0748	1.262950337	-0.223463	0.296569	0.335719
chr1:15599054-15599393_-	0	0	1	73.839	1.293905671	1.19638	7.541325429	0.294989
chr1:15631239-15631578_-	0	0	1	75.1198	1.334519557	1.02498	2.669121	0.472601
chr1:15650054-15650393_+	1	1	1	75.8619	1.193042833	1.53283	8.600508333	0.266421
chr1:15691275-15691614_-	1	1	1	77.60805	1.2226136	-0.239064	0.296569	-0.598635
chr1:15757642-15757981_-	0	0	0	80.368	1.119648625	0.830016	2.4911776	-0.450967
chr1:15827914-15828253_-	0	0	1	82.38	0.8471617875	0.169869	1.525212286	-0.726165
chr1:15921617-15921956_+	1	1	0	83.4895	-1.561673471	0.479596	1.779413	-0.612377
chr1:16067863-16068202_-	0	0	0	83.2652	1.486890125	0.665834	3.039832	-0.695556
chr1:16118533-16118872_+	1	1	0	83.209	0.836316	1.15066	3.85539225	-0.0276688
chr1:16129869-16130208_+	0	0	0	83.183	0.460241125	0.584193	2.457286857	0.690349
chr1:16142039-16142378_+	0	0	0	83.147	-0.5046837571	0.547084	4.914572857	-0.788256
chr1:16321044-16321383_-	0	0	0	82.9722	0.635226125	0.663345	2.075982667	0.0157301
chr1:16321052-16321391_+	0	0	0	82.9722	0.4465355714	0.6744	2.075982667	0.014893
chr1:16335526-16335865_+	2	1	0	82.9555	2.00292	1.62037	4.575636857	0.010764
chr1:16359336-16359675_-	1	1	1	82.86615	0.8977905	0.928426	5.8572425	-0.81795
chr1:16382590-16382929_-	0	0	0	82.7046	1.37329025	1.44708	10.84596857	0.103214
chr1:16399998-16400337_+	0	0	0	82.5564	0.782409	0.0734252	1.016809429	1.06798
chr1:16405382-16405721_+	0	0	0	82.50555	1.341385	0.800336	7.117649714	-0.486366
chr1:16408842-16409181_+	0	0	0	82.4729	1.45003325	0.242185	2.203084	-0.61041
chr1:16481147-16481486_-	0	0	1	81.9367	0.9177929	1.12636	2.66911975	0.679199
chr1:16514254-16514593_-	0	0	0	81.84065	1.753048714	1.18259	2.5208375	0.244444
chr1:16570896-16571235_-	0	0	0	81.8867	1.831288	1.40186	10.84594371	0.124342
chr1:16689869-16690208_-	0	0	1	82.9145	-0.18635575	0.601121	12.45589714	-0.772026
chr1:16766891-16767230_+	0	0	0	82.7001	2.095235	1.27699	7.710803333	0.0217888
chr1:16766950-16767289_+	4	1	0	82.7001	2.129162857	1.47474	7.908515	0.217292
chr1:16918264-16918603_-	0	0	1	79.0042	0.556099875	1.3282	8.501641667	0.776059
chr1:16918272-16918611_+	0	0	1	79.0042	0.556099875	1.3282	8.501641667	0.776059
chr1:16947526-16947865_-	0	0	1	78.886	1.92970525	0.956881	9.490207143	0.349512
chr1:17011271-17011610_-	0	0	0	79.0107	-1.0945862	0.880017	3.3215716	-0.140587
chr1:17029652-17029991_-	1	1	1	78.969	1.296355857	0.997	5.14053	-0.0762033
chr1:17036284-17036623_+	7	1	1	78.93335	1.407542875	0.699857	8.6004875	-0.107183
chr1:17036294-17036633_+	7	1	1	78.93335	1.407542875	0.699857	8.6004875	-0.107183
chr1:17236305-17236644_-	0	0	1	76.8143	0.4693952429	0.0139724	7.611926	-0.629734
chr1:17236313-17236652_+	0	0	1	76.8143	0.5489445875	0.0727396	7.611926	-0.569846
chr1:17278196-17278535_+	0	0	1	76.3892	1.313073375	0.73874	5.63480375	-0.332824
chr1:17372598-17372937_-	0	0	1	73.6661	-2.1055925	0.564167	6.67279375	-0.938786
chr1:17401930-17402269_-	0	0	1	72.3302	0.2400765	0.48295	0.5084045714	-0.357206
chr1:17452263-17452602_+	2	1	0	69.60235	0.046437925	0.424106	5.634806	-0.773645
chr1:17560334-17560673_+	0	0	1	65.56275	1.130286537	0.00284716	0.4745112	-0.0503587
chr1:17600714-17601053_-	0	0	1	66.079	0.8879155	0.241831	0.9320734286	0.105239
chr1:17662607-17662946_-	0	0	1	68.6282	0.02185471429	0.737237	1.977126333	-0.333622
chr1:17697102-17697441_-	0	0	0	70.3597	0.9894015714	0.108373	1.0676492	0.380733
chr1:17732669-17733008_-	0	0	0	72.1956	1.60383875	0.392936	3.657683	-0.209499
chr1:17746357-17746696_+	0	0	1	72.86285	1.047387	1.14759	2.203084	0.143118
chr1:17811802-17812141_-	0	0	0	75.5929	2.023590429	0.176162	1.304904	-0.399034
chr1:17820765-17821104_+	0	0	0	75.8441	2.0803193	0.823885	2.1352972	0.411814
chr1:17828826-17829165_+	0	0	0	76.0287	1.709424125	0.816545	4.321428286	-0.0710824
chr1:17899153-17899492_-	0	0	1	75.7251	1.7008725	-0.0894303	0.593139	0.205519
chr1:17933354-17933693_-	0	0	1	74.33355	1.556727286	1.32876	1.948882857	-0.361297
chr1:17955937-17956276_-	0	0	1	73.1304	0.8020355	-0.00667803	0.677872	-0.728673
chr1:17980278-17980617_+	0	0	1	71.6755	1.85833875	-0.221141	0.81556575	-0.861476
chr1:17988086-17988425_+	0	0	1	71.2143	0.6198225	0.43504	2.866833	-0.444277
chr1:17988120-17988459_-	0	0	1	71.2143	0.647059875	0.538191	2.542019429	-0.329518
chr1:18152609-18152948_-	0	0	1	60.5738	1.85214	0.119705	1.0676492	-0.334568
chr1:18249365-18249704_+	0	0	0	54.03285	1.324731625	0.19247	2.8470636	-0.637853
chr1:18311023-18311362_+	2	1	0	50.2876	1.405742333	0.414093	1.878271333	-0.638178
